country,dataset_name,cleaned_filename,data_type,stock_code,category
US,H#,2016_Q1-Q2,Train,UNH,一般交易
US,H#,2016_Q1-Q2,Train,V,一般交易
US,H#,2016_Q1-Q2,Train,CVX,一般交易
US,H#,2016_Q1-Q2,Train,HON,一般交易
US,H#,2016_Q1-Q2,Train,IBM,一般交易
US,H#,2016_Q1-Q2,Train,CRM,一般交易
US,H#,2016_Q1-Q2,Train,MMM,一般交易
US,H#,2016_Q1-Q2,Train,AAPL,融券交易
US,H#,2016_Q1-Q2,Train,MSFT,融券交易
US,H#,2016_Q1-Q2,Train,JPM,融券交易
US,H#,2016_Q1-Q2,Train,PG,融券交易
US,H#,2016_Q1-Q2,Train,KO,融券交易
US,H#,2016_Q1-Q2,Train,CSCO,融券交易
US,H#,2016_Q1-Q2,Train,NKE,融券交易
US,H#,2016_Q1-Q2,Train,DIS,融券交易
US,H#,2016_Q1-Q2,Train,GS,融券交易
US,H#,2016_Q1-Q2,Train,AXP,融券交易
US,H#,2016_Q1-Q2,Train,BA,融券交易
US,H#,2016_Q1-Q2,Train,UNH,融券交易
US,H#,2016_Q1-Q2,Train,V,融券交易
US,H#,2016_Q1-Q2,Train,CVX,融券交易
US,H#,2016_Q1-Q2,Train,HON,融券交易
US,H#,2016_Q1-Q2,Train,IBM,融券交易
US,H#,2016_Q1-Q2,Train,CRM,融券交易
US,H#,2016_Q1-Q2,Train,MMM,融券交易
US,H#,2016_Q1-Q2,Train,AAPL,融券交易
US,H#,2016_Q1-Q2,Train,MSFT,融券交易
US,H#,2016_Q1-Q2,Train,JPM,融券交易
US,H#,2016_Q1-Q2,Train,PG,融券交易
US,H#,2016_Q1-Q2,Train,KO,融券交易
US,H#,2016_Q1-Q2,Train,CSCO,融券交易
US,H#,2016_Q1-Q2,Train,NKE,融券交易
US,H#,2016_Q1-Q2,Train,DIS,融券交易
US,H#,2016_Q1-Q2,Train,GS,融券交易
US,H#,2016_Q1-Q2,Train,AXP,融券交易
US,H#,2016_Q1-Q2,Train,BA,融券交易
